params/n_steps,params/n_epochs,params/use_sde,params/verbose,time/time_elapsed,params/max_grad_norm,params/gamma,params/rollout_buffer_class,time/total_timesteps,params/learning_rate,params/clip_range,params/rollout_buffer_kwargs,time/iterations,rollout/ep_len_mean,time/fps,params/_init_setup_model,params/vf_coef,params/normalize_advantage,params/sde_sample_freq,params/device,params/policy_kwargs,params/seed,params/ent_coef,params/policy,mean_reward,params/stats_window_size,params/batch_size,params/gae_lambda,rollout/ep_rew_mean,params/clip_range_vf,train/explained_variance,train/learning_rate,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/clip_range,train/loss,train/clip_fraction,train/entropy_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
,,,,12199,,,,162750,,,,217,15.0,13,,,,,,,,,,1.308639,,,,1.3509335100000002,,-0.033716797828674316,9.595e-05,0.2816461463769277,0.013167472,-0.033517845567191645,0.2,0.05079363286495209,0.13240000000223517,-0.9877766648928324,6480,,
,,,,12247,,,,163500,,,,218,15.0,13,,,,,,,,,,1.40491,,,,1.2904577999999998,,0.04630768299102783,9.593125e-05,0.14241217374801635,0.016413277,-0.024929292770971757,0.2,-0.0026466846466064453,0.13426666692830622,-0.9896692494551341,6510,,
,,,,12295,,,,164250,,,,219,15.0,13,,,,,,,,,,1.041613,,,,1.19791006,,-0.021824121475219727,9.591250000000001e-05,0.292251443862915,0.012028568,-0.026317390880744067,0.2,0.06064857542514801,0.08088888949714601,-0.9862686375776927,6540,,
,,,,,,,,165000,,,,,,,,,,,,,,,,1.3012357,,,,,,-0.005430340766906738,9.589375000000001e-05,0.1882491037249565,0.012337222,-0.03086060388625289,0.2,0.009114585816860199,0.12666666681567829,-0.9554481665293376,6570,15.0,1.6107881307601928
,,,,12348,,,,165000,,,,220,15.0,13,,,,,,,,,,,,,,1.3218945199999999,,,,,,,,,,,,,
,,,,12395,,,,165750,,,,221,15.05,13,,,,,,,,,,1.3847176,,,,1.3054034200000002,,0.0513538122177124,9.587500000000001e-05,0.16674728294213612,0.010991468,-0.02983701349991475,0.2,0.0026739314198493958,0.14631111198104918,-0.9592706183592479,6600,,
,,,,12443,,,,166500,,,,222,15.05,13,,,,,,,,,,1.2475315,,,,1.1962142900000001,,0.02537292242050171,9.585625e-05,0.22495967795451483,0.01064882,-0.027515134218811178,0.2,0.028718501329421997,0.10711111190418403,-0.9479639013608296,6630,,
,,,,12490,,,,167250,,,,223,15.0,13,,,,,,,,,,1.1958007,,,,1.25953973,,-0.022235512733459473,9.58375e-05,0.3146587530771891,0.01277792,-0.031330091338066586,0.2,0.05704186111688614,0.15800000044206777,-0.9757056136926016,6660,,
,,,,12537,,,,168000,,,,224,15.0,13,,,,,,,,,,1.396827,,,,1.3753750500000002,,-0.1397038698196411,9.581875e-05,0.13555881505211195,0.012313419,-0.029050125599569744,0.2,-0.01705728843808174,0.14204444435114663,-0.984653502702713,6690,,
,,,,12586,,,,168750,,,,225,15.0,13,,,,,,,,,,1.2813863,,,,1.3015671500000001,,0.06601470708847046,9.58e-05,0.12492097144325574,0.011699417,-0.02590685276654033,0.2,-0.017195887863636017,0.09822222227230668,-1.038226572672526,6720,,
,,,,12634,,,,169500,,,,226,15.0,13,,,,,,,,,,1.2474641,,,,1.215821,,0.020455539226531982,9.578125e-05,0.30072935024897257,0.012118235,-0.028773096304531738,0.2,0.05772098898887634,0.14044444498140365,-1.070124610265096,6750,,
,,,,,,,,170000,,,,,,,,,,,,,,,,1.2985754,,,,,,0.017710328102111816,9.57625e-05,0.3046200484037399,0.013313322,-0.02998514728417827,0.2,0.05880668759346008,0.14053333420306444,-1.053825847307841,6780,15.0,1.6193888425827025
,,,,12687,,,,170250,,,,227,15.05,13,,,,,,,,,,,,,,1.24556038,,,,,,,,,,,,,
,,,,12735,,,,171000,,,,228,15.05,13,,,,,,,,,,1.1728839,,,,1.26865782,,0.03738701343536377,9.574375e-05,0.2850114583969116,0.015009233,-0.033475307296102666,0.2,0.04110841453075409,0.13173333399463444,-1.035767177740733,6810,,
,,,,12783,,,,171750,,,,229,15.0,13,,,,,,,,,,1.3022835,,,,1.2614580199999998,,-0.048085808753967285,9.572500000000001e-05,0.22071366955836613,0.009087712,-0.027050452374935988,0.2,0.019932374358177185,0.09288889026890199,-0.983847560485204,6840,,
,,,,12831,,,,172500,,,,230,15.0,13,,,,,,,,,,1.1278203,,,,1.20865178,,0.0116654634475708,9.570625000000001e-05,0.1443792313337326,0.014359559,-0.03076908782344933,0.2,-0.018574848771095276,0.12875555666784447,-0.9753028472264608,6870,,
,,,,12879,,,,173250,,,,231,15.0,13,,,,,,,,,,1.2992392,,,,1.25464285,,-0.10393381118774414,9.568750000000002e-05,0.3142712285121282,0.015244631,-0.03129418360441925,0.2,0.06070411205291748,0.10911111135501414,-0.981315020720164,6900,,
,,,,12927,,,,174000,,,,232,15.0,13,,,,,,,,,,1.3964148,,,,1.3378696099999998,,0.009287595748901367,9.566875e-05,0.17786600838104885,0.012400986,-0.024826433203183118,0.2,0.0102129727602005,0.1151999997207895,-0.9866083661715189,6930,,
,,,,12976,,,,174750,,,,233,15.0,13,,,,,,,,,,1.2718146,,,,1.38140251,,0.016578495502471924,9.565000000000001e-05,0.19809649537007015,0.012960347,-0.03126922424895067,0.2,0.007127434015274048,0.1563111101432393,-0.9924805263678232,6960,,
,,,,,,,,175000,,,,,,,,,,,,,,,,1.4178979,,,,,,-0.006664276123046875,9.563125e-05,0.07484380006790162,0.01212152,-0.02521479386352003,0.2,-0.040466271340847015,0.14684444380303224,-0.9703706820805867,6990,15.0,1.6268061876296998
,,,,13029,,,,175500,,,,234,15.05,13,,,,,,,,,,,,,,1.3201242300000002,,,,,,,,,,,,,
,,,,13078,,,,176250,,,,235,15.05,13,,,,,,,,,,1.1785195,,,,1.20905506,,0.002271115779876709,9.56125e-05,0.2408420503139496,0.012863381,-0.029857566694128847,0.2,0.03229878097772598,0.10813333364203573,-1.0207281470298768,7020,,
,,,,13126,,,,177000,,,,236,15.0,13,,,,,,,,,,1.3124031,,,,1.26969205,,-0.00045120716094970703,9.559375e-05,0.31439703702926636,0.017684277,-0.03215211351126846,0.2,0.06558442115783691,0.17319999914616346,-1.0358182827631632,7050,,
,,,,13174,,,,177750,,,,237,15.0,13,,,,,,,,,,1.2986621,,,,1.36350869,,-0.010183930397033691,9.5575e-05,0.22064678917328517,0.009677821,-0.029435490296242966,0.2,0.024450600147247314,0.1396888894184182,-1.019543170928955,7080,,
,,,,13222,,,,178500,,,,238,15.0,13,,,,,,,,,,1.3549869,,,,1.32797397,,0.04244637489318848,9.555625000000001e-05,0.12140142569939295,0.012058602,-0.029283929871695296,0.2,-0.025127645581960678,0.14182222252711654,-1.0426794012387595,7110,,
,,,,13271,,,,179250,,,,239,15.0,13,,,,,,,,,,1.3513801,,,,1.26888374,,-0.03441798686981201,9.553750000000001e-05,0.18092514673868815,0.012144649,-0.030721059840069048,0.2,0.002949841320514679,0.12844444445023934,-1.0116695662339528,7140,,
,,,,,,,,180000,,,,,,,,,,,,,,,,1.1973339,,,,,,0.010133802890777588,9.551875000000001e-05,0.18412209451198577,0.01714401,-0.027257621038767197,0.2,0.007087498903274536,0.1332444452913478,-1.040046505133311,7170,15.0,1.6140765428543091
,,,,13324,,,,180000,,,,240,15.0,13,,,,,,,,,,,,,,1.2912662700000002,,,,,,,,,,,,,
,,,,13372,,,,180750,,,,241,15.05,13,,,,,,,,,,1.2723808,,,,1.22905637,,0.040798187255859375,9.55e-05,0.17034729719161987,0.012288063,-0.029348623962545162,0.2,-0.006671525537967682,0.12493333331464479,-1.074797276655833,7200,,
,,,,13422,,,,181500,,,,242,15.05,13,,,,,,,,,,1.2272203,,,,1.0650301199999999,,-0.035240888595581055,9.548125e-05,0.27217138608296715,0.013669773,-0.033298918568115295,0.2,0.03710886836051941,0.1454666670334215,-1.0701117475827535,7230,,
,,,,13472,,,,182250,,,,243,15.0,13,,,,,,,,,,0.976354,,,,1.1825451999999999,,-0.07257509231567383,9.54625e-05,0.38564936618010204,0.012992335,-0.02933342215450896,0.2,0.0778232142329216,0.14044444423634558,-1.056062885125478,7260,,
,,,,13521,,,,183000,,,,244,15.0,13,,,,,,,,,,1.2447863,,,,1.2611805,,-0.48263978958129883,9.544375e-05,0.09930258964498838,0.011228485,-0.02347682604928396,0.2,-0.03975898027420044,0.15133333274473745,-1.0807039181391398,7290,,
,,,,13571,,,,183750,,,,245,15.0,13,,,,,,,,,,1.1723275,,,,1.15830116,,0.04065006971359253,9.5425e-05,0.2698775976896286,0.012167338,-0.027393571750604966,0.2,0.0460827574133873,0.11977777866025766,-1.0643038749694824,7320,,
,,,,13621,,,,184500,,,,246,15.0,13,,,,,,,,,,1.2462344,,,,1.19630543,,-0.06702971458435059,9.540625e-05,0.3193929851055145,0.015586866,-0.03361274864197602,0.2,0.05286106467247009,0.18679999994734922,-1.1230127573013307,7350,,
,,,,,,,,185000,,,,,,,,,,,,,,,,1.2517427,,,,,,0.10861623287200928,9.538750000000001e-05,0.14191032598416012,0.009816137,-0.026803559672604838,0.2,-0.017418459057807922,0.10737777870769302,-1.0431894143422444,7380,15.0,1.6187315702438354
,,,,13675,,,,185250,,,,247,15.05,13,,,,,,,,,,,,,,1.2381769599999999,,,,,,,,,,,,,
,,,,13725,,,,186000,,,,248,15.05,13,,,,,,,,,,1.2464061,,,,1.2202955100000001,,0.018365681171417236,9.536875000000001e-05,0.17440941333770751,0.010243744,-0.02723624125009714,0.2,0.0002742186188697815,0.1047111115961646,-1.0714757164319357,7410,,
,,,,13776,,,,186750,,,,249,15.0,13,,,,,,,,,,1.2271284,,,,1.28005388,,-0.009433507919311523,9.535000000000001e-05,0.1957535609602928,0.010597287,-0.02879290001476183,0.2,0.004911668598651886,0.12404444533555457,-1.0515268405278524,7440,,
,,,,13826,,,,187500,,,,250,15.0,13,,,,,,,,,,1.2601279,,,,1.17222922,,-0.018779516220092773,9.533125e-05,0.08699618975321452,0.015610167,-0.026957921493643275,0.2,-0.04477255418896675,0.11697777775116265,-1.0890356739362081,7470,,
,,,,13876,,,,188250,,,,251,15.0,13,,,,,,,,,,1.0715138,,,,1.1137988,,0.015764951705932617,9.53125e-05,0.3689741532007853,0.010639248,-0.02934770236088795,0.2,0.07353322207927704,0.13835555637100092,-1.0882528225580852,7500,,
,,,,13926,,,,189000,,,,252,15.0,13,,,,,,,,,,1.2808237,,,,1.30067522,,0.11571818590164185,9.529375e-05,0.20853759398063024,0.011818346,-0.028565670969451062,0.2,0.012257888913154602,0.14688888949652512,-1.0765563050905864,7530,,
,,,,13978,,,,189750,,,,253,15.0,13,,,,,,,,,,1.3113875,,,,1.1931174900000001,,-0.09617722034454346,9.5275e-05,0.13922020345926284,0.010225718,-0.024956928558637285,0.2,-0.01643311232328415,0.11857777715971073,-1.087052543958028,7560,,
,,,,,,,,190000,,,,,,,,,,,,,,,,0.867205,,,,,,-0.011836409568786621,9.525625e-05,0.2836749533812205,0.011799419,-0.027218888035561464,0.2,0.052933186292648315,0.11555555534238617,-1.0625031153361002,7590,15.0,1.6242078781127929
,,,,14035,,,,190500,,,,254,15.05,13,,,,,,,,,,,,,,1.06418443,,,,,,,,,,,,,
,,,,14087,,,,191250,,,,255,15.05,13,,,,,,,,,,1.2319665,,,,1.17759552,,-0.01627647876739502,9.52375e-05,0.34591635763645173,0.018276356,-0.04027673882726166,0.2,0.06985348463058472,0.163111110838751,-1.078105127811432,7620,,
,,,,14137,,,,192000,,,,256,15.0,13,,,,,,,,,,1.2779841,,,,1.3367186599999998,,0.005227088928222656,9.521875000000001e-05,0.18598991831143696,0.015909843,-0.029546184220030487,0.2,0.00287734717130661,0.14235555715858936,-1.0460711002349854,7650,,
,,,,14188,,,,192750,,,,257,15.0,13,,,,,,,,,,1.4132684,,,,1.2717827800000001,,0.11718422174453735,9.520000000000001e-05,0.11647134125232697,0.012247992,-0.03064565636689464,0.2,-0.027827240526676178,0.14875555677184213,-1.0515016913414001,7680,,
,,,,14237,,,,193500,,,,258,15.0,13,,,,,,,,,,1.0980774,,,,1.15739759,,-0.04599618911743164,9.518125000000001e-05,0.28648001750310265,0.0104956385,-0.02754995568192875,0.2,0.05325550585985184,0.09720000022401412,-1.0104836702346802,7710,,
,,,,14286,,,,194250,,,,259,15.0,13,,,,,,,,,,1.187497,,,,1.16510437,,0.002389252185821533,9.51625e-05,0.3135480801264445,0.01076894,-0.027700222124800913,0.2,0.06956943869590759,0.11306666817205648,-0.9981780052185059,7740,,
,,,,,,,,195000,,,,,,,,,,,,,,,,1.1962683,,,,,,0.025478482246398926,9.514375e-05,0.23268433461586635,0.012770822,-0.027823951763369957,0.2,0.026325389742851257,0.12746666635697088,-1.0483320434888204,7770,15.0,1.612399649620056
,,,,14342,,,,195000,,,,260,15.0,13,,,,,,,,,,,,,,1.25083009,,,,,,,,,,,,,
,,,,14390,,,,195750,,,,261,15.05,13,,,,,,,,,,1.2204564,,,,1.25057599,,0.013817965984344482,9.5125e-05,0.1382047042250633,0.009612612,-0.028414034608854995,0.2,-0.018420562148094177,0.14791111272449295,-1.0449368794759115,7800,,
,,,,14441,,,,196500,,,,262,15.05,13,,,,,,,,,,1.3208301,,,,1.2592006900000001,,-0.03423666954040527,9.510625e-05,0.23311423261960348,0.013307302,-0.030674283445543703,0.2,0.01897815614938736,0.1218222228034089,-1.0317625681559244,7830,,
,,,,14494,,,,197250,,,,263,15.0,13,,,,,,,,,,1.2273922,,,,1.2214236,,-0.13268208503723145,9.50875e-05,0.13853368386626244,0.011601434,-0.02846937598662661,0.2,-0.019621916115283966,0.14448888803987453,-1.051185941696167,7860,,
,,,,14546,,,,198000,,,,264,15.0,13,,,,,,,,,,1.2686752,,,,1.24823697,,-0.0182340145111084,9.506875e-05,0.43862166702747346,0.011935762,-0.030994678263655945,0.2,0.11236682534217834,0.12222222154960036,-1.0453513185183207,7890,,
,,,,14597,,,,198750,,,,265,15.0,13,,,,,,,,,,1.3635604,,,,1.3992407900000003,,-0.27149128913879395,9.505e-05,0.09700350984930992,0.014234928,-0.028587525293957937,0.2,-0.048235077410936356,0.12599999944213777,-1.0737540125846863,7920,,
,,,,14646,,,,199500,,,,266,15.0,13,,,,,,,,,,1.3735855,,,,1.32683027,,0.009132981300354004,9.503125000000001e-05,0.12239503115415573,0.009067959,-0.025463191225214135,0.2,-0.01958639919757843,0.14168888956774026,-1.091783348719279,7950,,
,,,,,,,,200000,,,,,,,,,,,,,,,,1.2093061,,,,,,0.00798577070236206,9.501250000000001e-05,0.18992577145497005,0.012886534,-0.032900066198874235,0.2,0.002074331045150757,0.15577777771589657,-1.0655067443847657,7980,15.0,1.6184510469436646
,,,,14700,,,,200250,,,,267,15.05,13,,,,,,,,,,,,,,1.21333633,,,,,,,,,,,,,
,,,,14750,,,,201000,,,,268,15.05,13,,,,,,,,,,1.2581327,,,,1.2703507,,-0.0009304285049438477,9.499375e-05,0.3154182275136312,0.014369741,-0.033789603433944285,0.2,0.059774234890937805,0.15435555539249132,-1.0536757747332255,8010,,
,,,,14798,,,,201750,,,,269,15.0,13,,,,,,,,,,1.3443221,,,,1.36964053,,0.09420150518417358,9.4975e-05,0.12041260624925296,0.010349487,-0.02796370995009525,0.2,-0.026437662541866302,0.11195555503169695,-1.0596995631853738,8040,,
,,,,14847,,,,202500,,,,270,15.0,13,,,,,,,,,,1.3010522,,,,1.27485109,,0.02645564079284668,9.495625e-05,0.1703452780842781,0.01413946,-0.030162452193535867,0.2,-0.0026388317346572876,0.15702222259715198,-1.0793765862782796,8070,,
,,,,14896,,,,203250,,,,271,15.0,13,,,,,,,,,,1.3002385,,,,1.2794066,,-0.08773183822631836,9.49375e-05,0.25028102298577626,0.012070587,-0.032990295991591284,0.2,0.032358504831790924,0.15999999825532238,-1.0432140231132507,8100,,
,,,,14946,,,,204000,,,,272,15.0,13,,,,,,,,,,1.3512366,,,,1.3815950399999997,,0.06526607275009155,9.491875e-05,0.13115769376357397,0.011308667,-0.029484241221762363,0.2,-0.020305387675762177,0.14857777766883373,-1.0570946137110393,8130,,
,,,,14999,,,,204750,,,,273,15.0,13,,,,,,,,,,1.306286,,,,1.33986492,,0.02588421106338501,9.49e-05,0.11546287735303243,0.010605668,-0.026655591700163968,0.2,-0.021579355001449585,0.13466666787862777,-1.0486647923787435,8160,,
,,,,,,,,205000,,,,,,,,,,,,,,,,1.3151034,,,,,,-0.0014113187789916992,9.488125e-05,0.22137868305047353,0.012222937,-0.030758186084094124,0.2,0.01745280623435974,0.15582222243150076,-1.0258177280426026,8190,15.0,1.6148064374923705
,,,,15051,,,,205500,,,,274,15.05,13,,,,,,,,,,,,,,1.28562262,,,,,,,,,,,,,
,,,,15099,,,,206250,,,,275,15.05,13,,,,,,,,,,1.2480828,,,,1.23405131,,0.01841646432876587,9.486250000000001e-05,0.1806889295578003,0.014387277,-0.030784513576680616,0.2,-0.00347900390625,0.16631110971793533,-1.0742929339408875,8220,,
,,,,15148,,,,207000,,,,276,15.0,13,,,,,,,,,,1.1547246,,,,1.1707802500000002,,-0.11409306526184082,9.484375000000001e-05,0.2524253144860268,0.013698041,-0.03522163424280785,0.2,0.027454718947410583,0.14271111159274977,-1.0903201818466186,8250,,
,,,,15195,,,,207750,,,,277,15.0,13,,,,,,,,,,1.2386187,,,,1.22444136,,0.0034400224685668945,9.4825e-05,0.2782952646414439,0.011914844,-0.03493425369335131,0.2,0.04372003674507141,0.13097777677079042,-1.038067638874054,8280,,
,,,,15243,,,,208500,,,,278,15.0,13,,,,,,,,,,1.2736039,,,,1.26521098,,0.02827274799346924,9.480625000000002e-05,0.1500242605805397,0.014525893,-0.03327913086900693,0.2,-0.016036279499530792,0.15453333232241373,-1.027356779575348,8310,,
,,,,15291,,,,209250,,,,279,15.0,13,,,,,,,,,,1.2373244,,,,1.2844284200000002,,-0.004200577735900879,9.478750000000001e-05,0.2720029890537262,0.015319846,-0.03533288526874449,0.2,0.04390297830104828,0.1531555560727914,-1.035723614692688,8340,,
,,,,,,,,210000,,,,,,,,,,,,,,,,1.2783594,,,,,,-0.01249849796295166,9.476875e-05,0.14428555816411973,0.015284972,-0.03248604167558045,0.2,-0.017605431377887726,0.15635555647313595,-1.0199182550112407,8370,15.0,1.6135666847229004
,,,,15344,,,,210000,,,,280,15.0,13,,,,,,,,,,,,,,1.3313462600000003,,,,,,,,,,,,,
,,,,15391,,,,210750,,,,281,15.05,13,,,,,,,,,,1.4138907,,,,1.3927514600000002,,0.006823480129241943,9.475e-05,0.13329249868790308,0.0110630775,-0.02980636112293643,0.2,-0.02028065174818039,0.1321333334315568,-1.042956785360972,8400,,
,,,,15439,,,,211500,,,,282,15.05,13,,,,,,,,,,1.393363,,,,1.3574861399999998,,0.04266470670700073,9.473125e-05,0.10954451238115628,0.013831394,-0.030557642142826504,0.2,-0.02826802432537079,0.16471111113205553,-1.0388873855272929,8430,,
,,,,15487,,,,212250,,,,283,15.0,13,,,,,,,,,,1.3528384,,,,1.3077128200000003,,-0.006868481636047363,9.47125e-05,0.18877556622028352,0.014982795,-0.032118218610021794,0.2,0.005376897752285004,0.13697777843723694,-0.9949770907560984,8460,,
,,,,15535,,,,213000,,,,284,15.0,13,,,,,,,,,,1.3129554,,,,1.29212574,,-0.0053060054779052734,9.469375000000001e-05,0.13976191182931264,0.012833345,-0.029627881067163388,0.2,-0.012814261019229889,0.1489333323823909,-0.9614903628826141,8490,,
,,,,15582,,,,213750,,,,285,15.0,13,,,,,,,,,,1.1784205,,,,1.2239072899999999,,-0.0212935209274292,9.467500000000001e-05,0.15299179007609684,0.012576444,-0.032540650646367845,0.2,-0.013617709279060364,0.1458222225153198,-0.9762484769026438,8520,,
,,,,15630,,,,214500,,,,286,15.0,13,,,,,,,,,,1.2704638,,,,1.3124953699999997,,0.03475731611251831,9.465625e-05,0.19193866948286692,0.012001694,-0.030613752126165978,0.2,0.00844457745552063,0.12133333372573057,-0.9737471799055736,8550,,
,,,,,,,,215000,,,,,,,,,,,,,,,,1.4274576,,,,,,-0.016785264015197754,9.463750000000002e-05,0.08168340524037679,0.010580008,-0.027238318007687716,0.2,-0.044586364179849625,0.10302222169314822,-0.9757003664970398,8580,15.0,1.6186331987380982
,,,,15682,,,,215250,,,,287,15.05,13,,,,,,,,,,,,,,1.4007247999999999,,,,,,,,,,,,,
,,,,15730,,,,216000,,,,288,15.05,13,,,,,,,,,,1.3329461,,,,1.34773354,,0.06537812948226929,9.461875e-05,0.11890180011590322,0.011799265,-0.030214415633616345,0.2,-0.02210795134305954,0.13764444378515084,-0.9745382805665334,8610,,
,,,,15778,,,,216750,,,,289,15.0,13,,,,,,,,,,1.3498355,,,,1.36857169,,-0.029090523719787598,9.46e-05,0.18905256042877833,0.0117074335,-0.02935544978831383,0.2,0.007344655692577362,0.1295555551846822,-0.996021322409312,8640,,
,,,,15827,,,,217500,,,,290,15.0,13,,,,,,,,,,1.343307,,,,1.3663366099999998,,0.05226922035217285,9.458125e-05,0.11190279722213745,0.015186559,-0.025176288307209808,0.2,-0.01992311328649521,0.13466666818906864,-1.0182665665944417,8670,,
,,,,15875,,,,218250,,,,291,15.0,13,,,,,,,,,,1.3084451,,,,1.22643276,,0.019226014614105225,9.45625e-05,0.26245679159959157,0.012693684,-0.028218951745828016,0.2,0.05101124942302704,0.16128888844201963,-1.0041569590568542,8700,,
,,,,15923,,,,219000,,,,292,15.0,13,,,,,,,,,,1.2181779,,,,1.29527387,,-0.001124262809753418,9.454375e-05,0.27558808426062265,0.009911107,-0.02829033949128868,0.2,0.045837901532649994,0.1287555565436681,-1.0173315127690634,8730,,
,,,,15971,,,,219750,,,,293,15.0,13,,,,,,,,,,1.4032283,,,,1.3973889800000001,,-0.15087199211120605,9.452500000000001e-05,0.1192600925763448,0.019903325,-0.021953225242496544,0.2,-0.018577199429273605,0.12306666569008182,-1.0159712870915731,8760,,
,,,,,,,,220000,,,,,,,,,,,,,,,,1.3510879,,,,,,0.02286362648010254,9.450625000000001e-05,0.08924441734949748,0.012083766,-0.02745884796128504,0.2,-0.0345475897192955,0.1343999999187266,-0.9756642361481984,8790,15.0,1.4120577812194823
,,,,16025,,,,220500,,,,294,15.05,13,,,,,,,,,,,,,,1.2941859300000003,,,,,,,,,,,,,
,,,,16076,,,,221250,,,,295,15.05,13,,,,,,,,,,1.244156,,,,1.25135576,,0.0006709694862365723,9.448750000000001e-05,0.23436533908049265,0.011216919,-0.027384482829624593,0.2,0.03271844983100891,0.10191111089661717,-1.0008641680081685,8820,,
,,,,16124,,,,222000,,,,296,15.0,13,,,,,,,,,,1.372631,,,,1.2375930099999999,,0.023602306842803955,9.446875e-05,0.1811517318089803,0.011540586,-0.0248483465463751,0.2,0.011444643139839172,0.1341333337671434,-1.0147209525108338,8850,,
,,,,16173,,,,222750,,,,297,15.0,13,,,,,,,,,,1.073379,,,,1.22837189,,-0.06013774871826172,9.445e-05,0.2020881434281667,0.012433161,-0.03064902456244454,0.2,0.01320309191942215,0.13306666755427918,-0.9793125629425049,8880,,
,,,,16222,,,,223500,,,,298,15.0,13,,,,,,,,,,1.3619714,,,,1.3552144999999998,,0.039817631244659424,9.443125e-05,0.257878781358401,0.012588951,-0.030359812971276944,0.2,0.04079810529947281,0.14448888937477022,-1.0242714325586955,8910,,
,,,,16270,,,,224250,,,,299,15.0,13,,,,,,,,,,1.3888968,,,,1.39110216,,-0.044022440910339355,9.44125e-05,0.10934676354130109,0.0114743635,-0.026057803311056664,0.2,-0.025138765573501587,0.09204444360608856,-1.0031932671864827,8940,,
,,,,,,,,225000,,,,,,,,,,,,,,,,1.2906073,,,,,,0.017800211906433105,9.439375e-05,0.13265127191940942,0.009629852,-0.030790361677275765,0.2,-0.018683448433876038,0.12746666717963914,-0.9718479017416636,8970,15.0,1.4102144360542297
,,,,16323,,,,225000,,,,300,15.0,13,,,,,,,,,,,,,,1.30505808,,,,,,,,,,,,,
,,,,16370,,,,225750,,,,301,15.05,13,,,,,,,,,,1.2996525,,,,1.2597984199999999,,0.0368349552154541,9.4375e-05,0.10455475300550461,0.010224201,-0.028380314863224853,0.2,-0.035397257655858994,0.11760000015298526,-0.9750599404176076,9000,,
,,,,16418,,,,226500,,,,302,15.05,13,,,,,,,,,,1.146418,,,,1.1528829399999998,,-0.022198081016540527,9.435625e-05,0.1927124450604121,0.014884427,-0.03382898472261928,0.2,0.0005751773715019226,0.12684444430439423,-1.0153459231058757,9030,,
,,,,16466,,,,227250,,,,303,15.0,13,,,,,,,,,,1.0862404,,,,1.06387767,,-0.04065287113189697,9.433750000000001e-05,0.44057808021704353,0.014008563,-0.026954549375507557,0.2,0.1271209716796875,0.14777777797232072,-0.9630769471327464,9060,,
,,,,16514,,,,228000,,,,304,15.0,13,,,,,,,,,,1.0627342,,,,1.12792502,,-0.0065081119537353516,9.431875000000001e-05,0.3975327293078105,0.010003316,-0.028294684570179206,0.2,0.10906019061803818,0.11511111085613569,-0.9633373558521271,9090,,
,,,,16562,,,,228750,,,,305,15.0,13,,,,,,,,,,1.2550374,,,,1.18892475,,-0.07342517375946045,9.43e-05,0.2007166216770808,0.010342265,-0.027977417041971868,0.2,0.012624487280845642,0.120044444866168,-0.9771439611911774,9120,,
,,,,16610,,,,229500,,,,306,15.0,13,,,,,,,,,,1.2975745,,,,1.20427721,,0.03534883260726929,9.428125e-05,0.23350183417399725,0.012877164,-0.03070561761475273,0.2,0.031671248376369476,0.16511111053017277,-0.9894367893536885,9150,,
,,,,,,,,230000,,,,,,,,,,,,,,,,1.0187913,,,,,,-0.07375812530517578,9.42625e-05,0.2361381580432256,0.011451684,-0.031192776583176526,0.2,0.028303489089012146,0.17062222075959046,-0.9532898465792338,9180,15.0,1.4150734901428224
,,,,16662,,,,230250,,,,307,15.05,13,,,,,,,,,,,,,,1.19710602,,,,,,,,,,,,,
,,,,16710,,,,231000,,,,308,15.05,13,,,,,,,,,,1.2514454,,,,1.18232914,,0.0481492280960083,9.424375e-05,0.22552322347958884,0.011379991,-0.0304695880143696,0.2,0.022726938128471375,0.1411111122307678,-0.9633769671122233,9210,,
,,,,16757,,,,231750,,,,309,15.0,13,,,,,,,,,,1.3202442,,,,1.3238671699999998,,0.05733466148376465,9.4225e-05,0.21952476153771083,0.014384974,-0.03047235404584144,0.2,0.019188612699508667,0.15208888861040273,-0.9408820072809855,9240,,
,,,,16805,,,,232500,,,,310,15.0,13,,,,,,,,,,1.3195976,,,,1.26140159,,-0.043460965156555176,9.420625e-05,0.15830698907375335,0.016488349,-0.02700219713091436,0.2,-0.0016393661499023438,0.17995555691886694,-0.9423333883285523,9270,,
,,,,16853,,,,233250,,,,311,15.0,13,,,,,,,,,,1.2119994,,,,1.20044616,,0.013516545295715332,9.41875e-05,0.3110719949007034,0.0125534665,-0.03095920551657262,0.2,0.06276513636112213,0.12600000121941168,-0.9479618668556213,9300,,
,,,,16902,,,,234000,,,,312,15.0,13,,,,,,,,,,1.1878979,,,,1.26231556,,-0.04548966884613037,9.416875000000001e-05,0.18924802591403325,0.01247603,-0.029637850881036758,0.2,0.009615205228328705,0.13631111122667788,-0.9397198696931203,9330,,
,,,,16951,,,,234750,,,,313,15.0,13,,,,,,,,,,1.3183001,,,,1.28914095,,-0.010454177856445312,9.415000000000001e-05,0.228289432823658,0.0120804785,-0.032422590523792635,0.2,0.024541325867176056,0.14888888831871253,-0.9366300702095032,9360,,
,,,,,,,,235000,,,,,,,,,,,,,,,,1.3220038,,,,,,-0.004659175872802734,9.413125e-05,0.14123109181722004,0.010302146,-0.028050168594531695,0.2,-0.01028192788362503,0.10564444510576626,-0.9347234586874644,9390,15.0,1.6238560676574707
,,,,17004,,,,235500,,,,314,15.05,13,,,,,,,,,,,,,,1.3933538399999998,,,,,,,,,,,,,
