params/policy_kwargs,params/device,rollout/ep_len_mean,params/rollout_buffer_kwargs,params/_init_setup_model,mean_reward,time/iterations,params/stats_window_size,params/max_grad_norm,params/verbose,params/clip_range,params/normalize_advantage,params/seed,time/total_timesteps,params/rollout_buffer_class,params/policy,params/clip_range_vf,rollout/ep_rew_mean,params/use_sde,time/time_elapsed,params/vf_coef,time/fps,params/gamma,params/batch_size,params/n_steps,params/sde_sample_freq,params/gae_lambda,params/learning_rate,params/n_epochs,params/ent_coef,train/loss,train/value_loss,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/approx_kl,train/entropy_loss,train/clip_fraction,train/clip_range,train/explained_variance,eval/mean_reward,eval/mean_ep_length
,,15.05,,,1.2653698,95,,,,,,,71250,,,,1.3200464699999999,,4809,,14,,,,,,,,,0.0005549043416976929,0.1710279275973638,-0.0271961936799188,2820,9.82375e-05,0.011056499,-0.9626228670279185,0.08102222190548976,0.2,0.05225074291229248,,
,,15.0,,,1.3814249,96,,,,,,,72000,,,,1.3547460700000002,,4858,,14,,,,,,,,,-0.04056163132190704,0.07007652347286543,-0.02364759890621062,2850,9.821875e-05,0.010273399,-0.9378577570120493,0.10075555605192979,0.2,0.008794426918029785,,
,,15.0,,,1.3703961,97,,,,,,,72750,,,,1.3241250299999998,,4908,,14,,,,,,,,,-0.017067506909370422,0.1200035884976387,-0.027299653709638456,2880,9.82e-05,0.013447889,-0.9629026015599569,0.1646222231288751,0.2,0.07529163360595703,,
,,15.0,,,1.2966638,98,,,,,,,73500,,,,1.2731418899999998,,4958,,14,,,,,,,,,-0.02432388812303543,0.10536939824620882,-0.02471439065858722,2910,9.818125e-05,0.011891979,-0.9410579621791839,0.10737777730294813,0.2,-0.10969758033752441,,
,,15.0,,,1.20932,99,,,,,,,74250,,,,1.2432995400000002,,5008,,14,,,,,,,,,0.023086942732334137,0.21621933281421662,-0.0298534106307559,2940,9.816250000000001e-05,0.01208156,-0.93252974152565,0.11368888911480705,0.2,0.013973534107208252,,
,,,,,1.3194362,,,,,,,,75000,,,,,,,,,,,,,,,,,0.0031377971172332764,0.1655445635318756,-0.028570719726838986,2970,9.814375000000001e-05,0.010431653,-0.9125085512797038,0.1374666666612029,0.2,-0.0005705356597900391,1.5706025123596192,15.0
,,15.0,,,,100,,,,,,,75000,,,,1.3384999300000002,,5062,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,1.3998728,101,,,,,,,75750,,,,1.3382800700000002,,5112,,14,,,,,,,,,-0.035326242446899414,0.09203561469912529,-0.027975265900625126,3000,9.812500000000001e-05,0.014409086,-0.9235625028610229,0.17528888893624148,0.2,0.13750231266021729,,
,,15.05,,,1.2358822,102,,,,,,,76500,,,,1.3045856500000002,,5162,,14,,,,,,,,,0.015884235501289368,0.1919919843475024,-0.02468388784014516,3030,9.810625e-05,0.009433822,-0.9153642058372498,0.08422222247657676,0.2,-0.14651882648468018,,
,,15.0,,,1.3711061,103,,,,,,,77250,,,,1.3916601200000003,,5212,,14,,,,,,,,,-0.019095774739980698,0.1158912350734075,-0.024831090546792587,3060,9.80875e-05,0.015299023,-0.8739943146705628,0.0965777786448598,0.2,-0.023922324180603027,,
,,15.0,,,1.408973,104,,,,,,,78000,,,,1.4091535400000001,,5262,,14,,,,,,,,,-0.035117652267217636,0.070493367065986,-0.022483795641279884,3090,9.806875e-05,0.01218504,-0.8831241289774577,0.11417777830113968,0.2,0.0056601762771606445,,
,,15.0,,,1.388099,105,,,,,,,78750,,,,1.32591069,,5312,,14,,,,,,,,,-0.023287151008844376,0.09473345453540484,-0.021696160851915666,3120,9.805e-05,0.010371202,-0.8856423477331797,0.07275555603361378,0.2,0.01882779598236084,,
,,15.0,,,1.2843835,106,,,,,,,79500,,,,1.3015698599999999,,5361,,14,,,,,,,,,-0.022413574159145355,0.11935303981105487,-0.02836855624742392,3150,9.803125e-05,0.011973228,-0.8933958729108175,0.11982222308870405,0.2,-0.03588604927062988,,
,,,,,1.3397735,,,,,,,,80000,,,,,,,,,,,,,,,,,-0.01669452339410782,0.1273692801594734,-0.028427712947947697,3180,9.80125e-05,0.014715511,-0.9251915693283081,0.1181777778857698,0.2,0.09729492664337158,1.60481116771698,15.0
,,15.05,,,,107,,,,,,,80250,,,,1.38528978,,5416,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,1.3942829,108,,,,,,,81000,,,,1.4359731900000003,,5466,,14,,,,,,,,,-0.04963202029466629,0.05584458137551943,-0.026916365531687112,3210,9.799375000000001e-05,0.01175383,-0.8965105215708414,0.15040000068644682,0.2,0.007354378700256348,,
,,15.0,,,1.4749553,109,,,,,,,81750,,,,1.4528480200000005,,5516,,14,,,,,,,,,-0.03573567420244217,0.08037484486897786,-0.027881013245342482,3240,9.797500000000001e-05,0.01458587,-0.8821470479170481,0.190977776547273,0.2,-0.06349718570709229,,
,,15.0,,,1.4908811,110,,,,,,,82500,,,,1.4681529,,5566,,14,,,,,,,,,-0.047942034900188446,0.03409836099793514,-0.01982578922328022,3270,9.795625000000001e-05,0.008462761,-0.9266126116116842,0.10964444396086037,0.2,0.09303486347198486,,
,,15.0,,,1.4481884,111,,,,,,,83250,,,,1.4406359499999999,,5615,,14,,,,,,,,,-0.05120248347520828,0.05010895940164725,-0.028490066190726242,3300,9.79375e-05,0.013856739,-0.9392336150010426,0.17448888866541287,0.2,0.05096691846847534,,
,,15.0,,,1.3307463,112,,,,,,,84000,,,,1.3939940300000004,,5665,,14,,,,,,,,,-0.037446942180395126,0.07711023266116777,-0.0243429583927099,3330,9.791875e-05,0.011770251,-0.9162406702836354,0.08164444508341452,0.2,-0.09745633602142334,,
,,15.0,,,1.4594331,113,,,,,,,84750,,,,1.40159549,,5715,,14,,,,,,,,,-0.021679863333702087,0.11223667288819948,-0.028523050238440463,3360,9.79e-05,0.015899496,-0.8808009425799052,0.16164444483195742,0.2,0.04231560230255127,,
,,,,,1.3651633,,,,,,,,85000,,,,,,,,,,,,,,,,,-0.031477514654397964,0.07783241868019104,-0.024680903875745005,3390,9.788125e-05,0.012583502,-0.862497333685557,0.1315111117049431,0.2,-0.030931591987609863,1.5935802459716797,15.0
,,15.05,,,,114,,,,,,,85500,,,,1.42226825,,5770,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,1.4400936,115,,,,,,,86250,,,,1.4292214799999998,,5820,,14,,,,,,,,,-0.02868526428937912,0.08846500267585118,-0.024652926367107364,3420,9.78625e-05,0.011548562,-0.868895431359609,0.11635555548903843,0.2,-0.046295881271362305,,
,,15.0,,,1.4540074,116,,,,,,,87000,,,,1.40679649,,5870,,14,,,,,,,,,-0.033756550401449203,0.0699807807803154,-0.02165251769624237,3450,9.784375e-05,0.010620581,-0.8944608012835185,0.09613333305654427,0.2,-0.03450286388397217,,
,,15.0,,,1.3756901,117,,,,,,,87750,,,,1.36178507,,5920,,14,,,,,,,,,-0.027061156928539276,0.09348509808381399,-0.022985223885190996,3480,9.7825e-05,0.010253474,-0.900190806388855,0.09235555529594422,0.2,-0.027699589729309082,,
,,15.0,,,1.3464148,118,,,,,,,88500,,,,1.41044775,,5969,,14,,,,,,,,,-0.039549149572849274,0.08318900813659032,-0.030008633776215987,3510,9.780625000000001e-05,0.01658958,-0.9080909848213196,0.15102222262260814,0.2,-0.009656429290771484,,
,,15.0,,,1.4947922,119,,,,,,,89250,,,,1.4405473,,6019,,14,,,,,,,,,-0.04331466555595398,0.05319047793745994,-0.023505266910698215,3540,9.778750000000001e-05,0.011542438,-0.9139884213606516,0.12986666608291367,0.2,0.027906835079193115,,
,,,,,1.3901687,,,,,,,,90000,,,,,,,,,,,,,,,,,-0.026774737983942032,0.09285679732759794,-0.026251144301208385,3570,9.776875e-05,0.020684076,-0.9058128992716471,0.14591111155847708,0.2,0.030166327953338623,1.6033084869384766,15.0
,,15.0,,,,120,,,,,,,90000,,,,1.4147835099999997,,6074,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,1.3795166,121,,,,,,,90750,,,,1.3755794100000003,,6124,,14,,,,,,,,,-0.014452654868364334,0.11992156331737837,-0.025811984806880354,3600,9.775e-05,0.017510608,-0.9357884645462036,0.143599999944369,0.2,-0.05068397521972656,,
,,15.05,,,1.3364666,122,,,,,,,91500,,,,1.38149911,,6174,,14,,,,,,,,,-0.035158611834049225,0.08475818013151487,-0.028075800233116992,3630,9.773125000000001e-05,0.0121818725,-0.9181894103686015,0.1286666667709748,0.2,-0.032975196838378906,,
,,15.0,,,1.4278822,123,,,,,,,92250,,,,1.4294922399999999,,6223,,14,,,,,,,,,-0.03832552954554558,0.07241094186902046,-0.026493050753863302,3660,9.771250000000001e-05,0.014618608,-0.9339308659235637,0.15848888748635848,0.2,0.07458710670471191,,
,,15.0,,,1.4501472,124,,,,,,,93000,,,,1.3299516900000001,,6273,,14,,,,,,,,,-0.04265684634447098,0.05520494195322196,-0.022016424972724376,3690,9.769375e-05,0.017033296,-0.9427416880925497,0.12048888857631633,0.2,-0.008183956146240234,,
,,15.0,,,1.2673067,125,,,,,,,93750,,,,1.3431730399999997,,6323,,14,,,,,,,,,0.01993868499994278,0.21815637548764547,-0.031615479769826746,3720,9.7675e-05,0.015833179,-0.9439903795719147,0.11933333487249911,0.2,-0.003918766975402832,,
,,15.0,,,1.4554737,126,,,,,,,94500,,,,1.4174589699999998,,6373,,14,,,,,,,,,-0.04710656404495239,0.04655623709162076,-0.020170943410322075,3750,9.765625e-05,0.0104880305,-0.9678297340869904,0.14653333372746905,0.2,-0.04686331748962402,,
,,,,,1.3800464,,,,,,,,95000,,,,,,,,,,,,,,,,,-0.026748377829790115,0.11141836320360501,-0.029217982128014165,3780,9.763750000000001e-05,0.011628063,-0.9506272077560425,0.14311111140220115,0.2,-0.0609816312789917,1.366212749481201,15.0
,,15.05,,,,127,,,,,,,95250,,,,1.3954500300000001,,6428,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,1.4330446,128,,,,,,,96000,,,,1.38551669,,6478,,14,,,,,,,,,-0.02895805984735489,0.09142912427584331,-0.025473704269093744,3810,9.761875000000001e-05,0.01302324,-0.9357227782408396,0.11911111064255238,0.2,0.02964317798614502,,
,,15.0,,,1.3393359,129,,,,,,,96750,,,,1.3962945299999998,,6528,,14,,,,,,,,,-0.01246965304017067,0.12929929171999296,-0.027124924166707517,3840,9.76e-05,0.011258682,-0.9444821914037068,0.1321333340058724,0.2,0.05666077136993408,,
,,15.0,,,1.4294908,130,,,,,,,97500,,,,1.4092564,,6577,,14,,,,,,,,,-0.046226195991039276,0.06570655417939027,-0.028489877097588056,3870,9.758125e-05,0.016557047,-0.925859522819519,0.11106666708365083,0.2,0.12424898147583008,,
,,15.0,,,1.3911744,131,,,,,,,98250,,,,1.39436313,,6627,,14,,,,,,,,,-0.022233586758375168,0.10782751416166624,-0.026493406541448918,3900,9.75625e-05,0.015131579,-0.9505239804585774,0.12862222247446578,0.2,-0.01309359073638916,,
,,15.0,,,1.3775628,132,,,,,,,99000,,,,1.4141948400000002,,6677,,14,,,,,,,,,-0.030522428452968597,0.08016251623630524,-0.023906462470028138,3930,9.754375e-05,0.011192381,-0.9397291680177052,0.17195555588696151,0.2,0.007382333278656006,,
,,15.0,,,1.4507936,133,,,,,,,99750,,,,1.37055351,,6727,,14,,,,,,,,,-0.03050278127193451,0.08706698790192605,-0.026148700008003244,3960,9.7525e-05,0.015099963,-0.90813476840655,0.13124444467636445,0.2,-0.037552595138549805,,
,,,,,1.3336513,,,,,,,,100000,,,,,,,,,,,,,,,,,-0.005624040961265564,0.1394491508603096,-0.026207610317609386,3990,9.750625e-05,0.01139333,-0.9261545439561208,0.11155555518344044,0.2,0.04317361116409302,1.377908718585968,15.0
,,15.05,,,,134,,,,,,,100500,,,,1.3741605399999997,,6782,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,1.4105128,135,,,,,,,101250,,,,1.4448612299999999,,6831,,14,,,,,,,,,-0.03919774293899536,0.06506088674068451,-0.02236997189823952,4020,9.74875e-05,0.009826245,-0.9750655273596446,0.11582222150949141,0.2,0.0657300353050232,,
,,15.0,,,1.455592,136,,,,,,,102000,,,,1.4287414199999997,,6881,,14,,,,,,,,,-0.04716687649488449,0.044184703131516775,-0.021923678010453786,4050,9.746875000000001e-05,0.010241485,-0.9555214524269104,0.12360000063975653,0.2,0.048567891120910645,,
,,15.0,,,1.384551,137,,,,,,,102750,,,,1.4159573,,6931,,14,,,,,,,,,-0.01975206285715103,0.11411986450354258,-0.02780787004335886,4080,9.745000000000001e-05,0.013416175,-0.9586441834767659,0.10760000012038896,0.2,-0.0025349855422973633,,
,,15.0,,,1.4720635,138,,,,,,,103500,,,,1.4920774600000002,,6981,,14,,,,,,,,,-0.04943959787487984,0.052078760912021,-0.02669225225334782,4110,9.743125000000001e-05,0.012386553,-0.9493755261103313,0.14200000033403437,0.2,0.09293168783187866,,
,,15.0,,,1.4950204,139,,,,,,,104250,,,,1.4957050900000002,,7031,,14,,,,,,,,,-0.051930464804172516,0.021856635125974813,-0.019065905798971626,4140,9.741250000000002e-05,0.010973644,-0.9665606498718262,0.15515555505796025,0.2,0.09259802103042603,,
,,,,,1.4737097,,,,,,,,105000,,,,,,,,,,,,,,,,,-0.03551192581653595,0.06602012266715368,-0.02402447896345213,4170,9.739375e-05,0.011383781,-0.9358895341555278,0.13217777793761343,0.2,0.02587682008743286,1.582445001602173,15.0
,,15.0,,,,140,,,,,,,105000,,,,1.4059024699999998,,7086,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,1.3359189,141,,,,,,,105750,,,,1.3672427299999999,,7136,,14,,,,,,,,,-0.012768551707267761,0.11955478911598523,-0.022738557169834788,4200,9.7375e-05,0.010837032,-0.9610480984052022,0.10697777727618814,0.2,0.02032560110092163,,
,,15.05,,,1.3966355,142,,,,,,,106500,,,,1.382991,,7185,,14,,,,,,,,,-0.04476344585418701,0.07699591542283694,-0.031076850959099823,4230,9.735625e-05,0.013474674,-0.9829903463522593,0.15040000022078553,0.2,0.005902290344238281,,
,,15.0,,,1.3906946,143,,,,,,,107250,,,,1.42011629,,7235,,14,,,,,,,,,-0.025950882583856583,0.08796152596672376,-0.02158951597464167,4260,9.73375e-05,0.008791973,-0.975386526187261,0.10244444397588572,0.2,0.004206299781799316,,
,,15.0,,,1.4112227,144,,,,,,,108000,,,,1.21822107,,7285,,14,,,,,,,,,-0.049280133098363876,0.050672958294550575,-0.024114186586605156,4290,9.731875e-05,0.013684039,-0.9675369540850322,0.12617777756725748,0.2,0.07669073343276978,,
,,15.0,,,1.0410149,145,,,,,,,108750,,,,1.08708768,,7335,,14,,,,,,,,,0.0809972807765007,0.34552792410055794,-0.02885279392720091,4320,9.730000000000001e-05,0.017269623,-0.9552157203356425,0.10484444412092368,0.2,-0.025560855865478516,,
,,15.0,,,1.1731329,146,,,,,,,109500,,,,1.31792037,,7385,,14,,,,,,,,,0.025910168886184692,0.2107626010974248,-0.02691848690636043,4350,9.728125000000001e-05,0.014523337,-0.9345012346903483,0.11622222218041618,0.2,-0.041303277015686035,,
,,,,,1.4669025,,,,,,,,110000,,,,,,,,,,,,,,,,,-0.03813925385475159,0.06305021867156028,-0.02056660502044127,4380,9.726250000000001e-05,0.009917396,-0.9457552234331766,0.11582222260379543,0.2,0.1002126932144165,1.5925304889678955,15.0
,,15.05,,,,147,,,,,,,110250,,,,1.4603698600000001,,7440,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,1.4520007,148,,,,,,,111000,,,,1.4852716700000002,,7490,,14,,,,,,,,,-0.042462095618247986,0.05005352745453517,-0.022587598158626085,4410,9.724375000000002e-05,0.012593904,-0.9424979627132416,0.1567111121180157,0.2,0.09035766124725342,,
,,15.0,,,1.4535977,149,,,,,,,111750,,,,1.43395207,,7539,,14,,,,,,,,,-0.0490553192794323,0.036665567010641095,-0.022920219669749754,4440,9.7225e-05,0.0117582325,-0.9340599258740743,0.11400000016825894,0.2,0.1008879542350769,,
,,15.0,,,1.3595277,150,,,,,,,112500,,,,1.4023177099999997,,7589,,14,,,,,,,,,-0.018095076084136963,0.11620369454224905,-0.028511180345062215,4470,9.720625e-05,0.014371215,-0.9051604648431142,0.11884444536020358,0.2,0.03865236043930054,,
,,15.0,,,1.5067292,151,,,,,,,113250,,,,1.4668105499999993,,7639,,14,,,,,,,,,-0.047226060181856155,0.051324551180005076,-0.02495033986512573,4500,9.71875e-05,0.0155142965,-0.9136401255925496,0.1397333326128622,0.2,0.052990615367889404,,
,,15.0,,,1.4795285,152,,,,,,,114000,,,,1.4643624400000002,,7689,,14,,,,,,,,,-0.05221634358167648,0.028465740196406842,-0.02248626442427438,4530,9.716875e-05,0.0096625,-0.9297073006629943,0.14057777863927184,0.2,0.11010372638702393,,
,,15.0,,,1.4099703,153,,,,,,,114750,,,,1.4219269999999997,,7739,,14,,,,,,,,,-0.030322570353746414,0.08125450511773427,-0.02607744314727478,4560,9.715e-05,0.014631286,-0.9153044144312541,0.1494222216308117,0.2,-0.008135080337524414,,
,,,,,1.440525,,,,,,,,115000,,,,,,,,,,,,,,,,,-0.01748884841799736,0.09669803952177365,-0.02052931631931827,4590,9.713125e-05,0.011833066,-0.9345966418584187,0.09364444456684093,0.2,0.02835988998413086,1.604148507118225,15.0
,,15.05,,,,154,,,,,,,115500,,,,1.4360810300000002,,7794,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,1.4728872,155,,,,,,,116250,,,,1.4556851100000001,,7844,,14,,,,,,,,,-0.03915764391422272,0.06380574765304724,-0.024003445909627618,4620,9.711250000000001e-05,0.012952032,-0.9423902988433838,0.10120000040624291,0.2,0.06101560592651367,,
,,15.0,,,1.4375516,156,,,,,,,117000,,,,1.4493292900000003,,7893,,14,,,,,,,,,-0.03257681429386139,0.0725736012061437,-0.02297010713147204,4650,9.709375000000001e-05,0.012302823,-0.9436882575352986,0.10511111045101036,0.2,-0.06812524795532227,,
,,15.0,,,1.421434,157,,,,,,,117750,,,,1.4217381799999997,,7943,,14,,,,,,,,,-0.03075927495956421,0.07136955137054125,-0.022021061973046097,4680,9.7075e-05,0.010850823,-0.9514171739419301,0.1319999995874241,0.2,0.0499798059463501,,
,,15.0,,,1.4011362,158,,,,,,,118500,,,,1.3772264,,7993,,14,,,,,,,,,-0.012240186333656311,0.12297572369376818,-0.0256945998682537,4710,9.705625e-05,0.009227463,-0.9900171518325805,0.13382222279906272,0.2,0.02944737672805786,,
,,15.0,,,1.3517144,159,,,,,,,119250,,,,1.3199302600000002,,8043,,14,,,,,,,,,-0.025729674845933914,0.1166331763068835,-0.03038789237404451,4740,9.70375e-05,0.018441759,-0.9907970269521077,0.16835555500971774,0.2,0.027289509773254395,,
,,,,,1.3267859,,,,,,,,120000,,,,,,,,,,,,,,,,,-0.024317625910043716,0.12370912879705429,-0.028938053116699065,4770,9.701875e-05,0.013424411,-0.9603978435198466,0.14062222329278787,0.2,0.02570629119873047,1.5783174753189086,15.0
,,15.0,,,,160,,,,,,,120000,,,,1.34811796,,8098,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,1.3869454,161,,,,,,,120750,,,,1.4160626200000002,,8148,,14,,,,,,,,,-0.03432689607143402,0.08354813431700071,-0.02294890604470338,4800,9.7e-05,0.013926691,-0.9841673612594605,0.15413333394875128,0.2,-0.14245319366455078,,
,,15.05,,,1.4240075,162,,,,,,,121500,,,,1.3874840700000002,,8197,,14,,,,,,,,,-0.04320880398154259,0.061660034209489824,-0.02632876749162872,4830,9.698125e-05,0.011504463,-0.9549233873685201,0.12155555697778861,0.2,0.05371922254562378,,
,,15.0,,,1.37191,163,,,,,,,122250,,,,1.3705942499999997,,8247,,14,,,,,,,,,-0.007207691669464111,0.12374996443589528,-0.020116330534571573,4860,9.69625e-05,0.008339267,-0.9792646686236064,0.09577777786180378,0.2,-0.018762588500976562,,
,,15.0,,,1.3707123,164,,,,,,,123000,,,,1.4190263300000001,,8297,,14,,,,,,,,,-0.027393154799938202,0.08406296893954276,-0.02168179022758784,4890,9.694375000000001e-05,0.010691577,-0.9699814399083455,0.10355555475689471,0.2,0.05942797660827637,,
,,15.0,,,1.3880826,165,,,,,,,123750,,,,1.3843162999999998,,8347,,14,,,,,,,,,-0.04174739122390747,0.05522578408320745,-0.02320355570911848,4920,9.692500000000001e-05,0.009319822,-0.9608843425909678,0.14515555513401826,0.2,0.01121675968170166,,
,,15.0,,,1.3830572,166,,,,,,,124500,,,,1.3788484099999994,,8397,,14,,,,,,,,,-0.023093290627002716,0.10401568859815598,-0.024624963326234806,4950,9.690625e-05,0.014614021,-0.9910513520240783,0.11608888862344126,0.2,-0.02476978302001953,,
,,,,,1.433998,,,,,,,,125000,,,,,,,,,,,,,,,,,-0.04665135592222214,0.05505579859018326,-0.02666927420728739,4980,9.68875e-05,0.014279555,-0.9980625450611115,0.16706666617343824,0.2,0.07801520824432373,1.6066588878631591,15.0
,,15.05,,,,167,,,,,,,125250,,,,1.3448702,,8452,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,1.2354487,168,,,,,,,126000,,,,1.30672313,,8502,,14,,,,,,,,,-0.005952298641204834,0.13816031763950984,-0.025933879384626116,5010,9.686874999999999e-05,0.012653243,-0.9600885609785715,0.1188000005359451,0.2,0.009488046169281006,,
,,15.0,,,1.3988266,169,,,,,,,126750,,,,1.37697838,,8552,,14,,,,,,,,,-0.025875579565763474,0.09802981242537498,-0.02536281666316924,5040,9.685000000000001e-05,0.010205911,-0.9643273373444875,0.1165777774527669,0.2,-0.01305854320526123,,
,,15.0,,,1.3339773,170,,,,,,,127500,,,,1.4267733500000004,,8601,,14,,,,,,,,,-0.0364990197122097,0.07656688441832861,-0.025389373696512625,5070,9.683125e-05,0.013706605,-0.9885368684927622,0.1318222220055759,0.2,0.1011056900024414,,
,,15.0,,,1.4970213,171,,,,,,,128250,,,,1.41207121,,8651,,14,,,,,,,,,-0.04446027800440788,0.05446858319143454,-0.025922371017208512,5100,9.68125e-05,0.012882247,-0.9641820212205251,0.1738222215635081,0.2,0.04812884330749512,,
,,15.0,,,1.3613577,172,,,,,,,129000,,,,1.3952429299999998,,8701,,14,,,,,,,,,-0.02483171969652176,0.10453245043754578,-0.025817264163494138,5130,9.679375e-05,0.010606126,-0.9987726410230001,0.11453333360453447,0.2,-0.038263678550720215,,
,,15.0,,,1.4092937,173,,,,,,,129750,,,,1.38746186,,8751,,14,,,,,,,,,-0.030942346900701523,0.08008662561575572,-0.023790097024126194,5160,9.677500000000001e-05,0.012690014,-0.9917920509974162,0.12835555632288256,0.2,-0.014605402946472168,,
,,,,,1.3850491,,,,,,,,130000,,,,,,,,,,,,,,,,,-0.032236456871032715,0.09043230935931205,-0.02757029053697157,5190,9.675625000000001e-05,0.012522893,-0.9814823687076568,0.1358222226301829,0.2,0.07388615608215332,1.5904559373855591,15.0
,,15.05,,,,174,,,,,,,130500,,,,1.38595508,,8806,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,1.3515975,175,,,,,,,131250,,,,1.2751800699999998,,8856,,14,,,,,,,,,-0.050313226878643036,0.05873057978848616,-0.02851567386309099,5220,9.67375e-05,0.011186924,-0.9618663509686788,0.10555555583753934,0.2,0.02664971351623535,,
,,15.0,,,1.1593719,176,,,,,,,132000,,,,1.20458094,,8906,,14,,,,,,,,,0.039880938827991486,0.248631052672863,-0.02460946128051731,5250,9.671875e-05,0.01202928,-0.9839562237262726,0.0882666666371127,0.2,-0.06137371063232422,,
,,15.0,,,1.3048286,177,,,,,,,132750,,,,1.30866224,,8955,,14,,,,,,,,,-0.007558397948741913,0.15473853598038356,-0.029936214142582487,5280,9.669999999999999e-05,0.013917838,-0.9776893615722656,0.12839999947076042,0.2,-0.033373117446899414,,
,,15.0,,,1.3557025,178,,,,,,,133500,,,,1.4086185800000004,,9005,,14,,,,,,,,,-0.03384844586253166,0.09369076192378997,-0.029499243457170365,5310,9.668125000000001e-05,0.012897036,-0.9812276542186738,0.11964444490149617,0.2,0.0666770339012146,,
,,15.0,,,1.4217764,179,,,,,,,134250,,,,1.4607360699999998,,9055,,14,,,,,,,,,-0.053804539144039154,0.045375929897030196,-0.028002544603217404,5340,9.66625e-05,0.014057539,-0.9664935787518819,0.1623111110723888,0.2,0.11300885677337646,,
,,,,,1.4409183,,,,,,,,135000,,,,,,,,,,,,,,,,,-0.040252573788166046,0.05886438588301341,-0.023841416285973457,5370,9.664375e-05,0.014109458,-0.9819325188795726,0.16871110989401739,0.2,-0.009036540985107422,1.599604558944702,15.0
,,15.0,,,,180,,,,,,,135000,,,,1.4233407999999996,,9110,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,1.4080489,181,,,,,,,135750,,,,1.3352156299999998,,9160,,14,,,,,,,,,-0.04233865439891815,0.07075197224815687,-0.02610957457842306,5400,9.6625e-05,0.013145565,-0.9986840506394704,0.13173333193796377,0.2,0.04465216398239136,,
,,15.05,,,1.3029311,182,,,,,,,136500,,,,1.32584528,,9210,,14,,,,,,,,,-0.02690432220697403,0.11853528892000516,-0.02985828625133468,5430,9.660625000000001e-05,0.013762008,-0.9979529956976573,0.12071111003557841,0.2,0.006256818771362305,,
,,15.0,,,1.3082286,183,,,,,,,137250,,,,1.3509095399999997,,9259,,14,,,,,,,,,-0.03429368883371353,0.10739719172318776,-0.03293273452764584,5460,9.658750000000001e-05,0.015098638,-0.9876847545305888,0.13613333500300845,0.2,0.03485172986984253,,
,,15.0,,,1.433763,184,,,,,,,138000,,,,1.3668573599999996,,9310,,14,,,,,,,,,-0.023323196917772293,0.10698003793756167,-0.02385741579534694,5490,9.656875e-05,0.011162173,-0.9928638219833374,0.09115555534760157,0.2,0.0228460431098938,,
,,15.0,,,1.36391,185,,,,,,,138750,,,,1.3750761799999998,,9359,,14,,,,,,,,,-0.026540812104940414,0.09679127807418506,-0.026102866343408828,5520,9.655000000000002e-05,0.012329842,-1.013373068968455,0.12119999861655135,0.2,0.041296541690826416,,
,,15.0,,,1.346912,186,,,,,,,139500,,,,1.3176519400000002,,9409,,14,,,,,,,,,-0.009798981249332428,0.1379733994603157,-0.02542751950795452,5550,9.653125e-05,0.011789899,-1.0189629793167114,0.1373333339113742,0.2,0.015621781349182129,,
,,,,,1.2854531,,,,,,,,140000,,,,,,,,,,,,,,,,,-0.017603013664484024,0.12573791096607845,-0.025496698947002492,5580,9.651250000000001e-05,0.014155312,-1.0298747857411703,0.15777777819894254,0.2,-0.029453396797180176,1.5750890016555785,15.0
,,15.05,,,,187,,,,,,,140250,,,,1.3457248900000003,,9464,,14,,,,,,,,,,,,,,,,,,,,
,,15.05,,,1.4439759,188,,,,,,,141000,,,,1.4252857,,9514,,14,,,,,,,,,-0.05075459182262421,0.056450697655479116,-0.02513021003778816,5610,9.649375e-05,0.011453401,-0.9986659129460652,0.08951111162702242,0.2,0.12643373012542725,,
,,15.0,,,1.4641298,189,,,,,,,141750,,,,1.41689272,,9564,,14,,,,,,,,,-0.04711960256099701,0.049701967587073646,-0.02358615409780501,5640,9.6475e-05,0.013129247,-1.0065879722436268,0.14226666676501434,0.2,0.001006007194519043,,
,,15.0,,,1.3759419,190,,,,,,,142500,,,,1.4160240400000002,,9614,,14,,,,,,,,,-0.03247154876589775,0.08867384766538938,-0.026753329141199995,5670,9.645625e-05,0.012972416,-0.9992060999075572,0.11386666668113321,0.2,-0.025460124015808105,,
,,15.0,,,1.4359369,191,,,,,,,143250,,,,1.46415134,,9663,,14,,,,,,,,,-0.04757097363471985,0.05186785124242306,-0.025067002419703145,5700,9.64375e-05,0.011587163,-0.9816447893778483,0.13137777739514908,0.2,0.05145210027694702,,
