sleeper_id,injury_notes,oddsjam_id,search_last_name,college,team_abbr,birth_state,yahoo_id,search_first_name,pandascore_id,years_exp,fantasy_positions,injury_status,active,team,competitions,high_school,number,birth_city,search_full_name,last_name,birth_country,practice_description,depth_chart_order,fantasy_data_id,status,injury_start_date,news_updated,age,search_rank,practice_participation,opta_id,full_name,swish_id,birth_date,rotowire_id,weight,height,stats_id,espn_id,metadata,player_id,first_name,sport,injury_body_part,position,gsis_id,sportradar_id,hashtag,depth_chart_position,rotoworld_id,Player Id,positional_rank,adp,adp_date,rank_int
7376,,,cookus,Northern Arizona,,,33036.0,case,,3.0,['QB'],,True,,[],Thousand Oaks (CA),14.0,,casecookus,Cookus,,,,22364.0,Active,,1669226460370.0,27.0,9999999.0,,,Case Cookus,891054.0,1995-10-06,14888.0,205,76,,,{'channel_id': '1116853378169700352'},7376,Case,nfl,,QB,,9613d5fd-95c6-456e-8d78-50a0a309d7a1,#casecookus-NFL-FA-14,,,,,,,
5129,,,jennings,Temple,,,31771.0,adonis,,4.0,['WR'],,True,,[],Timber Creek,13.0,,adonisjennings,Jennings,,,,20056.0,Active,,,26.0,9999999.0,,,Adonis Jennings,,1995-12-31,13370.0,205,75,832453.0,3123935.0,{'channel_id': '1116853058794422272'},5129,Adonis,nfl,,WR,00-0034859,9f67736c-0a6d-433e-820b-55fea1bd9960,#adonisjennings-NFL-FA-13,,,,,,,
5828,,,spencer,McNeese State,,,28279.0,diontae,,9.0,['WR'],Questionable,True,,[],Westgate (LA),14.0,,diontaespencer,Spencer,,,,20722.0,Inactive,,1690581632944.0,31.0,384.0,,,Diontae Spencer,562859.0,1992-03-19,13530.0,170,68,562859.0,17463.0,"{'channel_id': '1116853169532436480', 'injury_override_regular_2020_5': 'COV'}",5828,Diontae,nfl,Undisclosed,WR, 00-0031319,379f98b1-2f12-4f9e-8332-61cb930ac97a,#diontaespencer-NFL-FA-14,,,,,,,
3209,,,booker,Utah,,,29370.0,devontae,,6.0,['RB'],,True,,[],Grant Union (CA),28.0,,devontaebooker,Booker,,,,17970.0,Active,,1659135339587.0,29.0,408.0,,,Devontae Booker,733248.0,1992-05-27,10913.0,219,71,733248.0,3122866.0,{'channel_id': '1116852838098534400'},3209,Devontae,nfl,,RB,00-0032972,cd705357-f282-4cbf-8f11-391618d981c3,#devontaebooker-NFL-FA-28,,11270.0,,,,,
8409,,,snead,East Carolina,,,,tyler,,1.0,['WR'],,True,,[],Millbrook (NC),0.0,,tylersnead,Snead,,,,,Active,,1652742044443.0,22.0,9999999.0,,,Tyler Snead,1135832.0,2000-02-01,16614.0,174,67,,,"{'channel_id': '1116853486630207488', 'source_id': 'bc01d608-47e7-475e-b7a3-d7344646b416', 'years_exp_shift': '1'}",8409,Tyler,nfl,,WR,,4c3380f0-d54b-11ec-863e-d1768bcc6616,#tylersnead-NFL-FA-0,,,,,,,
3612,,,valles,"Monmouth, N.J.",,,29587.0,hakeem,,6.0,['TE'],,False,,[],Peddie School (NJ),84.0,,hakeemvalles,Valles,,,,18399.0,Inactive,,1545869705336.0,29.0,9999999.0,,,Hakeem Valles,,1992-11-23,11300.0,250,75,690561.0,2567213.0,,3612,Hakeem,nfl,,TE,00-0032508,32d18129-6c6c-4401-9695-8661ab84b288,#hakeemvalles-NFL-FA-84,,,,,,,
1348,,AE43111E5176,hopkins,Florida State,,,26800.0,dustin,,11.0,['K'],,True,CLE,[],Clear Lake (TX),7.0,,dustinhopkins,Hopkins,,,1.0,14867.0,Active,,1721088055866.0,33.0,459.0,,,Dustin Hopkins,509358.0,1990-10-01,8896.0,210,74,509358.0,15965.0,"{'channel_id': '1113708836889325568', 'rookie_year': '2013'}",1348,Dustin,nfl,,K,00-0030098,058c99fc-470c-4579-a165-03e043335cc1,#dustinhopkins-NFL-CLE-7,K,8581.0,,,,,
456,,,butler,Penn State,,,29203.0,deon,,0.0,['TE'],,False,,[],,3.0,,deonbutler,Butler,,,,9362.0,Inactive,,,31.0,9999999.0,,,Deon Butler,,1986-01-04,,239,"6'3""",542152.0,2516392.0,,456,Deon,nfl,,TE,,,#deonbutler-NFL-FA-3,,,,,,,
256,,,lindell,Washington State,,,,rian,,14.0,['K'],,False,,[],,4.0,,rianlindell,Lindell,,,,6410.0,Inactive,,,40.0,9999999.0,,,Rian Lindell,,1977-01-20,,233,"6'3""",,,,256,Rian,nfl,,K,,,#rianlindell-NFL-FA-4,,,,,,,
7458,,,zuber,Mississippi State,,,33020.0,isaiah,,3.0,['WR'],Questionable,True,,[],Stephenson (GA),19.0,,isaiahzuber,Zuber,,,,21749.0,Inactive,,1693947937988.0,26.0,9999999.0,,,Isaiah Zuber,879953.0,1997-04-15,14862.0,190,72,,3916129.0,"{'channel_id': '1116853391977349120', 'injury_override_regular_2020_5': 'COV'}",7458,Isaiah,nfl,Undisclosed,WR,,e83c7957-58c7-48eb-aaf2-47e410607957,#isaiahzuber-NFL-FA-19,,,,,,,
11635,,756F5E81CF21,mcconkey,Georgia,,,,ladd,,0.0,['WR'],Questionable,True,LAC,[],North Murray (GA),15.0,,laddmcconkey,McConkey,,,1.0,,Active,,1722866403753.0,22.0,86.0,,,Ladd McConkey,1218643.0,2001-11-11,17724.0,185,72,,,"{'channel_id': '1113708690252263424', 'rookie_year': '2024'}",11635,Ladd,nfl,Lower Back,WR,,473bc7e5-c393-4f21-9e49-3ffc16711238,#laddmcconkey-NFL-LAC-15,SWR,,11635,WR29,86.0,"August 2, 2024",29.0
716,,,maneri,Temple,,,24453.0,steve,,5.0,['TE'],,False,,[],,86.0,,stevemaneri,Maneri,,,,12234.0,Inactive,,,29.0,9999999.0,,,Steve Maneri,,1988-03-20,,280,"6'6""",334311.0,13863.0,,716,Steve,nfl,,TE,,0268a19e-6227-4fba-83fd-6aa52176dc3a,#stevemaneri-NFL-FA-86,,,,,,,
11591,,,martin,Sacramento State,,,,marshel,,0.0,['TE'],,True,,[],,,,marshelmartin,Martin,,,,,Active,,,,,,,Marshel Martin,,,,210,74,,,"{'channel_id': '1116852704476397568', 'source_id': 'a875dba9-c9d1-4e64-807f-4d042efcfa76'}",11591,Marshel,nfl,,TE,,,#marshelmartin-NFL-FA,,,,,,,
8154,,0C67949114D1,robinson,Alabama,,,,brian,,2.0,['RB'],,True,WAS,[],Hillcrest (AL),8.0,,brianrobinson,Robinson,,,1.0,,Active,,1723044923557.0,25.0,106.0,,,Brian Robinson,973966.0,1999-03-22,15907.0,228,73,,,"{'channel_id': '1113708698108194816', 'rookie_year': '2022'}",8154,Brian,nfl,,RB,,795f636e-6f7f-4bc7-a346-2862272abead,#brianrobinson-NFL-WAS-8,RB,,8154,RB34,106.1,"August 2, 2024",34.0
11060,,A34EC6F4B2BD,burns,UConn,,,,robert,,1.0,['RB'],PUP,True,ATL,[],Gulliver Prep (FL),39.0,,robertburns,Burns,,,,,Active,,1721943023726.0,25.0,695.0,,,Robert Burns,976305.0,1998-09-25,17501.0,222,71,,,"{'channel_id': '1113708860822024192', 'rookie_year': '2023'}",11060,Robert,nfl,Undisclosed,RB,,7c779800-e6f2-11ed-abca-c7a3a205e21d,#robertburns-NFL-ATL-39,RB,,,,,,
7427,,5EB17669E77C,mabry,Maryland,,,33286.0,tyler,,4.0,['TE'],,True,SEA,[],IMG Academy (FL),85.0,,tylermabry,Mabry,,,5.0,22407.0,Active,,1704760839036.0,27.0,9999999.0,,,Tyler Mabry,881056.0,1996-11-21,14928.0,247,75,,3916587.0,"{'channel_id': '1113708724372926464', 'rookie_year': '2020'}",7427,Tyler,nfl,,TE,,bad1a0c1-7ea2-4898-b5d9-ad1aec45c8b1,#tylermabry-NFL-SEA-85,TE,,,,,,
515,,,gronkowski,Arizona,,,24017.0,rob,,12.0,['TE'],,True,,[],Woodland Hills (PA),87.0,,robgronkowski,Gronkowski,,,,10974.0,Active,,1674061830321.0,32.0,118.0,,,Rob Gronkowski,381091.0,1989-05-14,6443.0,265,78,381091.0,13229.0,{'channel_id': '1116853062338609152'},515,Rob,nfl,,TE,00-0027656,2142a164-48ad-47d6-bb27-0bc58c6b2e62,#robgronkowski-NFL-FA-87,,5729.0,,,,,
11806,,EC06D250E86A,washington,Illinois,,,,casey,,0.0,['WR'],,True,ATL,[],Pflugerville (TX),82.0,,caseywashington,Washington,,,6.0,,Active,,1714305640173.0,23.0,592.0,,,Casey Washington,1176431.0,2001-03-06,18044.0,200,72,,,"{'channel_id': '1113708861979652096', 'rookie_year': '2024'}",11806,Casey,nfl,,WR,,98b9b952-b31f-47c4-9fac-9d7516af34df,#caseywashington-NFL-ATL-82,LWR,,,,,,
5941,,,davis,Michigan State,,,32356.0,felton,,3.0,['WR'],,True,,[],Highland Springs (VA),80.0,,feltondavis,Davis,,,,21062.0,Active,,1591453563652.0,24.0,9999999.0,,,Felton Davis,,1997-02-25,13850.0,211,75,884246.0,3929817.0,{'channel_id': '1116853179342913536'},5941,Felton,nfl,,WR, 00-0035154,c64e0229-181c-4a4d-9994-4501b09cd646,#feltondavis-NFL-FA-80,,,,,,,
6068,,8C697D469B18,ozigbo,Nebraska,,,32390.0,devine,,4.0,['RB'],,True,,[],Sachse (TX),33.0,,devineozigbo,Ozigbo,,,,20904.0,Active,,1699977631455.0,27.0,9999999.0,,,Devine Ozigbo,866115.0,1996-10-02,13624.0,225,72,866115.0,3699935.0,"{'channel_id': '1116853197705576448', 'rookie_year': '2019'}",6068,Devine,nfl,,RB, 00-0035184,25bc08ac-8420-4340-94c6-93993ff87d6f,#devineozigbo-NFL-FA-33,,14045.0,,,,,
6111,,E3373857988E,browning,Washington,,,32138.0,jake,,5.0,['QB'],,True,CIN,[],Folsom (CA),6.0,,jakebrowning,Browning,,,2.0,21046.0,Active,,1713896146336.0,28.0,449.0,,,Jake Browning,865844.0,1996-04-11,13504.0,209,74,865844.0,3886812.0,"{'channel_id': '1113708808972038144', 'rookie_year': '2019'}",6111,Jake,nfl,,QB, 00-0035100,f2f29019-7306-4b1c-a9d8-e9f802cb06e0,#jakebrowning-NFL-CIN-6,QB,,6111,,,"August 2, 2024",
5733,,,wilson,Northwest Missouri State,,,31719.0,clayton,,4.0,['TE'],,True,,[],Fremont-Mills,86.0,,claytonwilson,Wilson,,,,20635.0,Active,,1534800307482.0,27.0,9999999.0,,,Clayton Wilson,,1994-08-01,13322.0,240,76,1116618.0,3957316.0,{'channel_id': '1116853153371783168'},5733,Clayton,nfl,,TE,00-0034716,d1037ab1-74a0-450d-8052-eef7f7aaf83e,#claytonwilson-NFL-FA-86,,,,,,,
7102,,,fine,North Texas,,,,mason,,0.0,['QB'],NA,False,,[],,,,masonfine,Fine,,,,21821.0,Inactive,,,23.0,9999999.0,,,Mason Fine,,1997-04-19,,190,"5'11""",,,{'override_active': 'false'},7102,Mason,nfl,,QB,,,#masonfine-NFL-FA,,,,,,,
8430,,,invalid,,,,,player,,0.0,['QB'],,False,,[],,,,playerinvalid,Invalid,,,,,Inactive,,,,,,,Player Invalid,,,,,,,,,8430,Player,nfl,,QB,,,#playerinvalid-NFL-FA,,,,,,,
6018,,EE3B85608CE7,gentry,Michigan,,,31973.0,zach,,5.0,['TE'],,True,LV,[],Eldorado (NM),88.0,,zachgentry,Gentry,,,5.0,20770.0,Active,,1703782836780.0,27.0,486.0,,,Zach Gentry,883079.0,1996-09-10,13511.0,265,80,883079.0,3929924.0,"{'channel_id': '1113708769738518528', 'rookie_year': '2019'}",6018,Zach,nfl,,TE, 00-0035222,58f18567-a050-49c4-aeca-b34499338b37,#zachgentry-NFL-LV-88,TE,,,,,,
4289,,,zamora,Baylor,,,30639.0,ishmael,,5.0,['WR'],,True,,[],Elsik (TX),8.0,,ishmaelzamora,Zamora,,,,19135.0,Active,,,26.0,9999999.0,,,Ishmael Zamora,,1995-11-26,12237.0,226,76,837972.0,3128362.0,{'channel_id': '1116852946189942784'},4289,Ishmael,nfl,,WR,,7e36e26a-5aab-4672-966c-b67ada87e135,#ishmaelzamora-NFL-FA-8,,12325.0,,,,,
6586,,,stephens,Florida,,,32573.0,moral,,3.0,['TE'],,True,,[],Taylor County,88.0,,moralstephens,Stephens,,,,21560.0,Active,,1564256404047.0,,9999999.0,,,Moral Stephens,,,14273.0,247,76,835210.0,3121659.0,{'channel_id': '1116853275832877056'},6586,Moral,nfl,,TE,,e77c67cb-8b53-4c7e-9d07-f3615e7d9851,#moralstephens-NFL-FA-88,,,,,,,
5138,,,carter,Grambling,,,31396.0,martez,,4.0,['RB'],,True,,[],Richwood,22.0,,martezcarter,Carter,,,,20078.0,Active,,1557525014740.0,28.0,9999999.0,,,Martez Carter,,1993-03-08,12893.0,205,69,844831.0,3140525.0,{'channel_id': '1116853059981410304'},5138,Martez,nfl,,RB, 00-0034099,77002a9a-fa1d-4040-b7d5-976159aae433,#martezcarter-NFL-FA-22,,,,,,,
2252,,,washington,Newberry,,,28121.0,corey,,8.0,['WR'],,False,,[],Georgia Military Academy (GA),13.0,,coreywashington,Washington,,,,16657.0,Inactive,,,30.0,9999999.0,,,Corey Washington,,1991-12-29,9883.0,214,76,794240.0,17279.0,,2252,Corey,nfl,,WR,,ddc37660-baaa-458d-86d3-36fa251a407d,#coreywashington-NFL-FA-13,,10057.0,,,,,
1149,,,jeffery,South Carolina,,,25755.0,alshon,,10.0,['WR'],,True,,[],Calhoun County (SC),17.0,,alshonjeffery,Jeffery,,,,14187.0,Active,,1616132128838.0,31.0,161.0,,,Alshon Jeffery,,1990-02-14,8029.0,218,75,504323.0,14912.0,"{'channel_id': '1116852695328620544', 'injury_override_regular_2020_1': 'Out'}",1149,Alshon,nfl,,WR,00-0029137,5c529c33-8a1d-413a-b635-880ac86f30c1,#alshonjeffery-NFL-FA-17,,7441.0,,,,,
6663,,,wright,Maine,,,32599.0,micah,,3.0,['WR'],,True,,[],Newark (NY),0.0,,micahwright,Wright,,,,21387.0,Active,,1558564864001.0,,9999999.0,,,Micah Wright,,,14300.0,195,72,830341.0,3120558.0,{'channel_id': '1116853288482897920'},6663,Micah,nfl,,WR,,58bf55ae-9dee-4875-8e21-b26e274ba22d,#micahwright-NFL-FA-0,,,,,,,
7583,,5E3C8DF92141,ehlinger,Texas,,,,sam,,3.0,['QB'],,True,IND,[],Westlake (TX),4.0,,samehlinger,Ehlinger,,,3.0,,Active,,1697052326134.0,25.0,618.0,,,Sam Ehlinger,975829.0,1998-09-30,15328.0,225,74,,,"{'channel_id': '1113708777254711296', 'rookie_year': '2021'}",7583,Sam,nfl,,QB,,59f4acd0-971a-4470-ab8d-17900a4b128a,#samehlinger-NFL-IND-4,QB,,,,,,
11622,,,invalid,,,,,player,,0.0,['WR'],,False,,[],,,,playerinvalid,Invalid,,,,,Inactive,,,,,,,Player Invalid,,,,,,,,,11622,Player,nfl,,WR,,,#playerinvalid-NFL-FA,,,,,,,
6637,,,evans,Wyoming,,,32404.0,nico,,3.0,['RB'],,True,,[],Loyola,0.0,,nicoevans,Evans,,,,21439.0,Active,,,25.0,9999999.0,,,Nico Evans,,1996-05-31,,211,69,823870.0,,{'channel_id': '1116853284557029376'},6637,Nico,nfl,,RB, 00-0035387,d77d9cb1-7fbf-4f77-9f55-cd52afd0ba91,#nicoevans-NFL-FA-0,,,,,,,
2903,,,carden,East Carolina,,,28704.0,shane,,0.0,['QB'],,False,,[],,15.0,,shanecarden,Carden,,,,17371.0,Inactive,,,25.0,9999999.0,,,Shane Carden,,1991-11-06,,218,"6'2""",550813.0,,,2903,Shane,nfl,,QB,,be150d73-b833-46ea-ac6e-77e46d6d6c08,#shanecarden-NFL-FA-15,,,,,,,
3715,,,wick,Incarnate Word,,,29783.0,cole,,6.0,['TE'],,False,,[],Sacred Heart Catholic (TX),85.0,,colewick,Wick,,,,18522.0,Inactive,,1613169924064.0,28.0,1087.0,,,Cole Wick,,1993-11-30,11347.0,255,78,704749.0,2982151.0,,3715,Cole,nfl,,TE,00-0032562,32d58cfa-ffa6-46a1-bd3a-09b6ccca2370,#colewick-NFL-FA-85,,,,,,,
7156,,,smith,Louisiana Tech,,,33016.0,jmar,,2.0,['QB'],,True,,[],Meridian (MS),0.0,,jmarsmith,Smith,,,,22157.0,Active,,1599693359828.0,25.0,9999999.0,,,J'Mar Smith,,1996-09-24,14845.0,218,73,,,{'channel_id': '1116853339766652928'},7156,J'Mar,nfl,,QB,,0c1998f2-7fd2-4191-a05f-1f7f5b5e2ea3,#jmarsmith-NFL-FA-0,,,,,,,
5284,,97CF348F0C13,wilson,North Texas,,,31394.0,jeff,,6.0,['RB'],,True,MIA,[],Elkhart (TX),23.0,,jeffwilson,Wilson,,,4.0,20360.0,Active,,1715021456742.0,28.0,463.0,,,Jeff Wilson,834195.0,1995-11-16,12932.0,205,72,834195.0,3122976.0,"{'channel_id': '1113708737786310656', 'rookie_year': '2018'}",5284,Jeff,nfl,,RB,00-0034115,72cf3127-3953-4fd8-8049-3de1b6fa9825,#jeffwilson-NFL-MIA-23,RB,13578.0,,,,,
4445,,,hatcher,Arkansas,,,30629.0,keon,,5.0,['WR'],,True,,[],Owasso (OK),14.0,,keonhatcher,Hatcher,,,,19306.0,Active,,1588719302802.0,27.0,9999999.0,,,Keon Hatcher,,1994-09-11,11858.0,215,73,693822.0,2980061.0,{'channel_id': '1116852968457502720'},4445,Keon,nfl,,WR,00-0033441,2f7650ef-1dcf-40f2-8ce5-f2090b6bc325,#keonhatcher-NFL-FA-14,,,,,,,
6380,,979EC893B8F6,davis,Sam Houston,,,32141.0,davion,,5.0,['WR'],,True,WAS,[],Hutto (TX),84.0,,daviondavis,Davis,,,7.0,21311.0,Active,,1722009642762.0,27.0,450.0,,,Davion Davis,891229.0,1996-10-23,14048.0,195,71,891229.0,3933568.0,"{'channel_id': '1113708698913501184', 'rookie_year': '2019'}",6380,Davion,nfl,,WR, 00-0035101,95f9c4fe-b5b0-4075-bdd8-f5b458373df6,#daviondavis-NFL-WAS-84,SWR,,,,,,
3762,,,shippen,Temple,,,29837.0,brandon,,6.0,['WR'],,True,,[],Norristown (PA),12.0,,brandonshippen,Shippen,,,,18574.0,Active,,1528985101937.0,27.0,9999999.0,,,Brandon Shippen,,1994-05-17,11597.0,191,71,692387.0,2976250.0,{'channel_id': '1116852904808939520'},3762,Brandon,nfl,,WR,00-0032625,83d24498-84d5-4c73-a41f-cae0b801a904,#brandonshippen-NFL-FA-12,,,,,,,
4744,,,burns,Appalachian State,,,30894.0,barrett,,1.0,['TE'],,True,BAL,[],,0.0,,barrettburns,Burns,,,,19662.0,Active,,,23.0,9999999.0,,,Barrett Burns,,1994-03-16,12280.0,250,"6'4""",,,{'channel_id': '1116853016574558208'},4744,Barrett,nfl,,TE,,,#barrettburns-NFL-BAL-0,,,,,,,
1109,,,harnish,Northern Illinois,,,,chandler,,1.0,['QB'],,False,,[],,8.0,,chandlerharnish,Harnish,,,,14002.0,Inactive,,,29.0,9999999.0,,,Chandler Harnish,,1988-07-28,,219,"6'2""",400886.0,15007.0,,1109,Chandler,nfl,,QB,,dcb9c467-c17b-4b98-9513-4f6bc3ac1a3d,#chandlerharnish-NFL-FA-8,,,,,,,
11620,,3549D00B532B,odunze,Washington,,,,rome,,0.0,['WR'],,True,CHI,[],Bishop Gorman (NV),15.0,,romeodunze,Odunze,,,,,Active,,1721494254745.0,22.0,55.0,,,Rome Odunze,1213727.0,2002-06-03,17020.0,215,75,,,"{'channel_id': '1113708767121272832', 'rookie_year': '2024'}",11620,Rome,nfl,,WR,,f64694e0-0381-11ef-973d-5176a0ecbee4,#romeodunze-NFL-CHI-15,,,11620,WR15,69.8,"August 2, 2024",15.0
5289,,,batson,Texas Tech,,,31623.0,cameron,,4.0,['WR'],,True,,[],Millwood (OK),16.0,,cameronbatson,Batson,,,,20372.0,Active,,1672703434235.0,27.0,9999999.0,,,Cameron Batson,839009.0,1995-12-20,13206.0,175,68,839009.0,3139456.0,"{'channel_id': '1116853082211221504', 'injury_override_regular_2020_5': 'Active'}",5289,Cameron,nfl,,WR,00-0034652,54c60acc-65ac-4e63-a988-697ee26e862a,#cameronbatson-NFL-FA-16,,,,,,,
11602,,,nesbit,North Carolina,,,,bryson,,0.0,['TE'],,False,,[],,,,brysonnesbit,Nesbit,,,,,Active,,,,,,,Bryson Nesbit,,,,235,77,,,"{'override_active': 'false', 'source_id': '5226a574-b6d0-4be1-958b-930622e01314'}",11602,Bryson,nfl,,TE,,,#brysonnesbit-NFL-FA,,,,,,,
6019,,,dixon,Ohio State,,,32504.0,johnnie,,3.0,['WR'],,True,,[],Dwyer (FL),0.0,,johnniedixon,Dixon,,,,21070.0,Active,,1630447552675.0,27.0,9999999.0,,,Johnnie Dixon,821285.0,1994-09-16,13592.0,198,71,821285.0,3121413.0,{'channel_id': '1116853189535072256'},6019,Johnnie,nfl,,WR, 00-0035450,4a8fee2c-2870-42fa-8d71-429d36e057d2,#johnniedixon-NFL-FA-0,,,,,,,
2583,,,williams,Western Oregon,,,28691.0,tyrell,,7.0,['WR'],Questionable,True,,[],Cascade (OR),0.0,,tyrellwilliams,Williams,,,,17048.0,Active,,1636158312624.0,29.0,198.0,,,Tyrell Williams,618715.0,1992-02-12,10552.0,210,76,618715.0,2587819.0,"{'channel_id': '1116852815692562432', 'injury_override_regular_2021_3': 'IR'}",2583,Tyrell,nfl,Concussion,WR,00-0032160,a6fe5f18-d78d-4a56-aea2-ef4bed7e647a,#tyrellwilliams-NFL-FA-0,,10694.0,,,,,
10232,,C1EBDE7E9115,wilson,Stanford,,,,michael,,1.0,['WR'],,True,ARI,[],Chaminade College Prep (CA),14.0,,michaelwilson,Wilson,,,2.0,,Active,,1722004842617.0,24.0,173.0,,,Michael Wilson,1123529.0,2000-02-23,16957.0,213,74,,,"{'channel_id': '1113708848750817280', 'rookie_year': '2023'}",10232,Michael,nfl,,WR,,b91be982-fccd-448e-869b-e9b5148a1730,#michaelwilson-NFL-ARI-14,RWR,,10232,WR71,172.6,"August 2, 2024",71.0
1237,,,davis,East Carolina,,,900005.0,dominique,,1.0,['QB'],,False,,[],,66.0,,dominiquedavis,Davis,,,,14564.0,Inactive,,,29.0,9999999.0,,,Dominique Davis,,1989-07-17,10785.0,285,"6'5""",,,,1237,Dominique,nfl,,QB,,fa59e399-7416-4217-8285-9f7df2d10ad9,#dominiquedavis-NFL-FA-66,,,,,,,
8575,,,krommenhoek,USC,,,,erik,,1.0,['TE'],,True,,[],Monte Vista (CA),0.0,,erikkrommenhoek,Krommenhoek,,,,,Active,,1661894451237.0,,9999999.0,,,Erik Krommenhoek,1066368.0,,16313.0,245,77,,,"{'channel_id': '1116853499821293568', 'years_exp_shift': '1'}",8575,Erik,nfl,,TE,,42ada210-ca2c-11ec-a896-a541b322f383,#erikkrommenhoek-NFL-FA-0,,,,,,,
1071,,,sanu,Rutgers,,,25793.0,mohamed,,10.0,['WR'],,True,,[],South Brunswick (NJ),16.0,,mohamedsanu,Sanu,,,,13878.0,Active,,1661792747409.0,33.0,578.0,,,Mohamed Sanu,494313.0,1989-08-22,8026.0,210,74,494313.0,14922.0,{'channel_id': '1116852644065837056'},1071,Mohamed,nfl,,WR,00-0029632,1726a359-9444-4761-a1f2-cb35ee6fa60e,#mohamedsanu-NFL-FA-16,,7433.0,,,,,
12435,,69099B96C273,spivey,Mississippi State,,,,georquarius,,0.0,['TE'],,True,KC,[],Ridgewood High School,85.0,,georquariusspivey,Spivey,,,,,Active,,1722644437452.0,,326.0,,,Geor'quarius Spivey,1124626.0,,18426.0,240,77,,,"{'channel_id': '1125254742889472000', 'rookie_year': '2024'}",12435,Geor'quarius,nfl,,TE,,39e07670-512b-11ef-9470-6b8fecf8a23b,#georquariusspivey-NFL-KC-85,,,,,,,
4200,,,yancey,Purdue,,,30288.0,deangelo,,5.0,['WR'],,True,,[],Mays (GA),18.0,,deangeloyancey,Yancey,,,,19046.0,Active,,1567220158216.0,27.0,9999999.0,,,DeAngelo Yancey,,1994-11-18,12206.0,220,73,749082.0,3052470.0,{'channel_id': '1116852935758708736'},4200,DeAngelo,nfl,,WR,00-0033291,591ce770-7ca3-49e0-965f-5a69a55f2c07,#deangeloyancey-NFL-FA-18,,12382.0,,,,,
6804,,E7BCA7FF5B4A,love,Utah State,,,32696.0,jordan,,4.0,['QB'],,True,GB,[],Liberty (CA),10.0,,jordanlove,Love,,,1.0,21841.0,Active,,1722967520112.0,25.0,26.0,,,Jordan Love,912137.0,1998-11-02,14371.0,219,76,,4036378.0,"{'channel_id': '1113708802567335936', 'rookie_year': '2020'}",6804,Jordan,nfl,,QB,,e5094779-e94f-4052-8597-bdbee3719f6b,#jordanlove-NFL-GB-10,QB,,6804,QB9,85.1,"August 2, 2024",9.0
3225,,94FD27AA9316,boyd,Pittsburgh,,,29288.0,tyler,,8.0,['WR'],,True,TEN,[],Clairton (PA),83.0,,tylerboyd,Boyd,,,3.0,17986.0,Active,,1715102106096.0,29.0,236.0,,,Tyler Boyd,742387.0,1994-11-15,10822.0,203,74,742387.0,3045144.0,"{'channel_id': '1113708832753741824', 'rookie_year': '2016'}",3225,Tyler,nfl,,WR,00-0033009,76a5edec-5ff7-49fa-a8ec-5768a372279d,#tylerboyd-NFL-TEN-83,SWR,11271.0,3225,,250.1,"August 2, 2024",
3922,,,hunter,Elizabeth City State,,,30049.0,montario,,0.0,['WR'],,False,,[],,83.0,,montariohunter,Hunter,,,,18749.0,Inactive,,,26.0,9999999.0,,,Montario Hunter,,1991-11-23,11620.0,192,"5'11""",845001.0,2973769.0,,3922,Montario,nfl,,WR,,,#montariohunter-NFL-FA-83,,,,,,,
2596,,,saxton,South Alabama,,,28941.0,wes,,5.0,['TE'],,False,,[],Hueytown,85.0,,wessaxton,Saxton,,,,17064.0,Inactive,,1574810436232.0,27.0,9999999.0,,,Wes Saxton,,1993-08-13,10255.0,235,"6'4""",652467.0,2972765.0,,2596,Wes,nfl,,TE,00-0031864,f13bb3f1-7055-484f-982a-9f26b058c1e2,#wessaxton-NFL-FA-85,,,,,,,
6260,,,powell,"Monmouth, N.J.",,,32391.0,jake,,3.0,['TE'],,True,,[],,48.0,,jakepowell,Powell,,,,21195.0,Active,,1565735428197.0,25.0,9999999.0,,,Jake Powell,,1996-01-16,13994.0,230,78,839688.0,3117919.0,{'channel_id': '1116853223458603008'},6260,Jake,nfl,,TE,,82ef1c60-d735-4ebf-8197-eb31ef55ae31,#jakepowell-NFL-FA-48,,,,,,,
7874,,,haydel,Texas State,,,,jeremiah,,1.0,['WR'],,True,,[],Alief Taylor (TX),0.0,,jeremiahhaydel,Haydel,,,,,Active,,1630351536550.0,22.0,,,,Jeremiah Haydel,1049236.0,1999-03-25,15282.0,170,72,,,{'channel_id': '1116853427259834368'},7874,Jeremiah,nfl,,WR,,7eceb016-4032-4435-ada0-cf10dc94a5f1,#jeremiahhaydel-NFL-FA-0,,,,,,,
2119,,,franklin,Missouri,,,,james,,0.0,['QB'],,False,,[],,14.0,,jamesfranklin,Franklin,,,,16452.0,Inactive,,,26.0,9999999.0,,,James Franklin,,1991-07-23,,230,"6'2""",,,,2119,James,nfl,,QB,,94e4b4c4-87f5-4a95-9fa2-60fbd3629c12,#jamesfranklin-NFL-FA-14,,,,,,,
11191,,,marshall,Buffalo,,,,justin,,1.0,['WR'],,True,,[],Georgia Prep Sports Academy (GA),18.0,,justinmarshall,Marshall,,,,,Active,,1693179341919.0,24.0,9999999.0,,,Justin Marshall,1062352.0,1999-07-23,17325.0,227,74,,,{'channel_id': '1116852661883240448'},11191,Justin,nfl,,WR,,fc2b4120-e8f8-11ed-a583-2d2e3f9272bb,#justinmarshall-NFL-FA-18,,,,,,,
